"","Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",-6.1632397344949,0.926707352882677,"blue pill","red fish",0.931779645925131,-0.411039358004928,"chicken","right",-1.82460723910481,-4.50596703682095,14
"2",-4.59859618205407,0.68022720051266,"blue pill","two fish",2.13142852051236,7.30836448259652,"steak","right",-5.95994242350571,-9.25604253541678,15
"3",3.42051814160171,0.617355691153054,"blue pill","blue fish",0.318422994066729,5.56167411152273,"chicken","right",2.27355992654338,-0.594313428737223,14
"4",-6.93325661633024,0.688275425874852,"blue pill","red fish",3.49621687617248,0.772649077698588,"chicken","left",-8.43495936016552,-9.28377557080239,17
"5",-5.31754003319409,0.947014278909413,"blue pill","one fish",0.0320044055447447,-1.16662436164916,"steak","right",-6.99442947981879,7.18369396869093,12
"6",-1.29024188141518,0.385258066456935,"blue pill","one fish",2.93327691556929,2.27586785331368,"steak","left",-11.0490582231432,0.23468698374927,18
"7",0.578894092620747,0.850100184014826,"blue pill","blue fish",0.228124113337497,-0.901167560368776,"mystery meat","left",-2.24803696502931,2.25873415824026,16
"8",0.786666073945651,0.730233276463218,"blue pill","red fish",0.164545769405623,6.41841719392687,"mystery meat","left",-6.30821342812851,7.02664944343269,19
"9",1.02318045741823,0.382433344466294,"red pill","two fish",1.73010927143814,-3.07534496765584,"mystery meat","left",-8.74007601989433,-1.35715653654188,17
"10",-8.78958933713991,0.597744298002963,"red pill","one fish",0.501364542630437,9.12050946149975,"mystery meat","left",-19.9794668634422,-5.94720375724137,14
"11",2.98167140624204,0.280531860731939,"blue pill","red fish",0.209891907475337,5.65947584342211,"chicken","right",-4.31238051853143,-0.69331165868789,20
"12",6.83103185659846,0.906231156392285,"red pill","two fish",0.256934136855087,-4.05122000724077,"steak","left",-9.62701169075444,-2.71698252763599,14
"13",-3.09719902461872,0.900016272190995,"blue pill","one fish",0.508434898561956,-8.37730158120394,"steak","left",-12.5744495645631,1.78060857579112,18
"14",-3.42192909960436,0.832214721956974,"red pill","one fish",1.43197616141262,7.04435874242336,"mystery meat","right",-14.7312319942284,-6.70317280571908,12
"15",-2.11276889660962,0.591756703580696,"red pill","red fish",2.38413163032584,-6.91720277070999,"steak","right",-15.2207027294207,4.26589673385024,14
"16",-5.17016294987489,0.627365291656165,"red pill","red fish",0.299862688501563,2.0076296525076,"mystery meat","right",-5.08444831822999,0.20763058681041,13
"17",-2.27876572324057,0.298020780961532,"blue pill","two fish",0.142762833969391,1.81500919163227,"mystery meat","right",3.86707455152646,-6.18391716852784,19
"18",-6.2144038677283,0.683620494619662,"blue pill","red fish",0.923644868872838,-2.81695784069598,"chicken","right",-10.0363852619193,2.5980887003243,15
"19",-1.44972535655782,0.815567726064054,"red pill","red fish",1.57915731396218,4.98526414856315,"mystery meat","left",0.983422291465104,8.45414358191192,12
"20",-2.36171498600371,0.741712979722183,"blue pill","one fish",4.92974358454495,-4.92754044942558,"chicken","left",3.80111756501719,7.31118985451758,17
"21",-4.44020048667277,0.750083256759354,"blue pill","one fish",0.0122221763844997,-3.72005676850677,"mystery meat","left",-18.5930193215609,1.6540551930666,14
"22",0.313013771266899,0.814394480362542,"blue pill","two fish",0.358674721749013,9.60124760400504,"chicken","right",0.344873861176893,2.35399744007736,9
"23",0.579774379257607,0.745021356940893,"blue pill","two fish",5.12903941821655,4.24935847520828,"chicken","left",3.21418804349378,0.171221680939198,18
"24",2.58366209604373,0.964510844989678,"red pill","one fish",2.47398986784535,1.45860612392426,"chicken","right",-8.07048836024478,4.60738978348672,15
"25",0.942034333481371,0.553609544803893,"red pill","blue fish",1.91296143033368,0.527467471547425,"steak","left",-17.6061334135011,4.71463442780077,14
"26",-2.21879163332009,0.625894571031344,"blue pill","one fish",0.736574603542232,5.29050905723125,"mystery meat","left",-1.53321584686637,-8.56336963362992,21
"27",-7.19972181991305,0.737036716180593,"red pill","blue fish",1.95406093596149,-8.22944280691445,"steak","left",-17.7848824637476,6.07485788874328,14
"28",-5.61387951877417,0.713039848683663,"blue pill","red fish",2.46488410725562,-0.795729896053672,"chicken","right",-8.45235001062974,4.00175753980875,11
"29",2.54037091501337,0.604284685471613,"red pill","two fish",0.613042574389169,-1.91929372958839,"steak","left",-11.1117476352956,-9.29625099524856,15
"30",-4.14831770953529,0.871848041088113,"red pill","red fish",0.226004378993611,-1.79290665779263,"mystery meat","left",-17.6607744349167,3.0485723959282,17
"31",-7.2511774224625,0.734135663836548,"blue pill","blue fish",2.152648361636,-7.83816765062511,"mystery meat","right",-10.4263406526297,7.82718979753554,14
"32",-0.460678041551391,0.841148994821969,"blue pill","blue fish",2.10376295497422,7.09258899558336,"mystery meat","left",-17.3132140294183,4.9902214622125,17
"33",0.203574362313986,0.532709664068214,"red pill","blue fish",1.18616659656769,-8.59700770117342,"mystery meat","left",-9.30061790160835,-8.75665861181915,22
"34",-11.1802887192028,0.395516694928651,"red pill","red fish",0.503036244812966,5.78463756013662,"chicken","right",-11.1372729111463,-1.88124063890427,16
"35",-6.74835787877951,0.667718612933962,"blue pill","blue fish",1.12410040718017,9.85196828376502,"steak","left",-7.87258604425006,-7.00889288447797,18
"36",-2.65795142150736,0.821064035168743,"blue pill","blue fish",1.72605667079658,8.67423029150814,"chicken","right",-1.24667620868422,-7.27010238915682,15
"37",1.42995047555297,0.902125168293988,"red pill","two fish",0.86624566214066,4.99387164600194,"steak","right",-17.2238094662316,-4.43100521340966,11
"38",-4.69634280228688,0.774495797232734,"blue pill","one fish",1.15299446285846,1.15895299240947,"chicken","right",-11.3269670156296,7.4103312054649,14
"39",3.75829539662904,0.803706891739915,"blue pill","red fish",0.32375392878407,2.43469094857574,"steak","left",0.919699937803671,1.57915730495006,19
"40",2.08731757144267,0.7777854861254,"blue pill","red fish",0.0388158281259448,-8.71964935678989,"mystery meat","right",-0.53733425331302,0.864324797876179,17
"41",-4.72726195721675,0.56243172481772,"blue pill","two fish",1.04716520195072,-8.29958759248257,"steak","right",-7.09456321666948,-2.06091875210404,11
"42",-7.70518699470913,0.602757281392499,"red pill","blue fish",2.00325435898249,2.59833368007094,"chicken","left",-5.33327158656903,-2.79036038555205,13
"43",-1.47395933738526,0.779256917969444,"red pill","blue fish",1.67691456898492,-8.98320028558373,"chicken","right",2.67419076524675,-2.88971199188381,12
"44",0.760791291217429,0.711329497136998,"blue pill","two fish",3.62774247982078,0.665681730024517,"steak","right",-11.5265761723276,-5.00204617157578,17
"45",8.05073387132089,0.845577666104895,"red pill","red fish",0.0446367522353459,-2.80892236623913,"chicken","left",4.34075613855384,-4.55114147160202,14
"46",0.223823983151091,0.498414600304536,"blue pill","two fish",0.207844688110704,6.02299375459552,"chicken","left",-3.09024773770943,-6.90185957122594,16
"47",1.12527394430578,0.893901681564633,"red pill","one fish",1.84847271089127,7.70293465349823,"chicken","left",-2.15303511242382,-8.23001415003091,17
"48",-6.62033078604983,0.445349109193633,"blue pill","two fish",5.93041310602753,2.1616017119959,"mystery meat","right",-2.16164750629105,-8.31167101860046,13
"49",0.0405903192172685,0.470157211555228,"blue pill","blue fish",1.5198193309902,-4.81639073695987,"steak","left",-12.9323083488271,-0.338000049814582,19
"50",-0.809727323224107,0.708000558852515,"blue pill","red fish",0.259948614205266,-9.61241152137518,"chicken","right",-14.8481798055582,9.7058032406494,13
"51",5.70039956104263,0.78347775230859,"red pill","blue fish",0.713640203062675,-3.90374974347651,"mystery meat","right",-17.8115912817884,3.76737547572702,11
"52",-1.61917520179011,0.747569714202499,"red pill","blue fish",2.94310832836467,-7.55528206005692,"mystery meat","left",-15.1764601864852,-1.83831154834479,11
"53",-5.61557841288515,0.660398016552434,"blue pill","blue fish",0.447050546724114,-4.50909111183137,"steak","left",3.51100387168117,-8.79107240121812,13
"54",-4.10560144952962,0.730177183407363,"blue pill","blue fish",0.0897092131302823,0.277296360582113,"mystery meat","left",-7.42146948934533,-5.686035300605,10
"55",-5.45744453420688,0.714300361061943,"blue pill","one fish",1.67906489638776,4.14660991169512,"chicken","left",-19.3483390833717,-1.38710944447666,13
"56",-6.22884480200775,0.626077858497433,"red pill","blue fish",0.667639657797392,4.02574131265283,"mystery meat","left",-4.21637550927699,-1.45504952408373,18
"57",-4.51727269023278,0.761321396715146,"blue pill","one fish",0.209748099220839,-3.76781382597983,"mystery meat","right",-15.7100050407462,4.85376724973321,17
"58",-5.89995116614499,0.414163283254422,"red pill","one fish",0.30161606170485,8.87127397116274,"steak","left",-17.3836449673399,4.30763227399439,18
"59",0.136946556802009,0.667019073627651,"red pill","blue fish",0.417031506066869,1.51893980335444,"mystery meat","right",-14.2090805910993,9.12510456517339,15
"60",5.89561424867136,0.746386367181334,"blue pill","red fish",6.12246030433998,-9.03640063479543,"steak","right",-4.86027612816542,-8.49716226570308,13
"61",-8.27061989800029,0.732652175967593,"blue pill","red fish",0.192071803732264,-4.23515867441893,"chicken","right",-11.4929034304805,-0.905557358637452,15
"62",2.18195647044657,0.745584146510712,"blue pill","two fish",0.5105153639103,-5.52805472165346,"chicken","left",1.71169278444722,6.9792240485549,15
"63",-5.01320643063461,0.898540971254795,"red pill","blue fish",0.734624182446308,6.4383625658229,"mystery meat","right",-14.7436027461663,-4.91344864014536,20
"64",1.131246350713,0.768225086790733,"blue pill","one fish",0.563702868187291,7.83413355704397,"mystery meat","right",-12.5927278061863,2.23240691237152,14
"65",1.72846499342522,0.427272843288708,"red pill","two fish",2.18290346132703,7.5149903120473,"steak","right",-0.289460596395656,-5.29507300350815,12
"66",-4.22780635145777,0.894199169207762,"red pill","one fish",0.0739386154805923,-9.61823210120201,"chicken","right",-10.0018043350428,6.09484856016934,13
"67",-10.3982127794639,0.509840183782871,"red pill","two fish",0.250575887388927,-8.30064247362316,"chicken","right",1.31752768182196,2.4438186455518,13
"68",-7.66625566368288,0.672720603028969,"blue pill","two fish",0.032186467396274,-2.07960194908082,"steak","right",-5.75444251764566,1.17647944018245,17
"69",1.49565123785731,0.882802605128035,"blue pill","two fish",0.919421514167011,8.03012269549072,"mystery meat","right",-2.65978531562723,6.41418287530541,11
"70",-1.14279925209655,0.805607210245091,"red pill","red fish",0.322471111454414,9.11031026858836,"chicken","right",-17.9030494578183,-3.44886431936175,13
"71",-3.6976818475091,0.851002100290182,"blue pill","one fish",0.226454151253792,7.51869396306574,"steak","right",2.48512055375613,-7.22616761922836,14
"72",-6.57647304497513,0.888199930681622,"red pill","one fish",0.622516075336522,0.386465759947896,"chicken","right",-3.77656880184077,-4.24262368585914,14
"73",-0.734981882539781,0.721063758192609,"red pill","blue fish",1.66155218902267,8.51732850074768,"mystery meat","left",-10.5832207296044,7.78091214131564,19
"74",4.37293645687401,0.868299022880732,"red pill","red fish",1.36352573510409,-8.36148062255234,"mystery meat","left",-17.5188389886171,-5.75377535074949,12
"75",-0.705693862348134,0.928676047487768,"red pill","two fish",2.8456999924078,2.05917403567582,"steak","left",0.772796537494287,3.44682742841542,12
"76",-7.70157561915027,0.715329796525171,"red pill","two fish",0.106505860002772,-9.97086085844785,"steak","right",-1.83730040909722,-7.2741282125935,12
"77",-4.64907925253535,0.954653724710279,"red pill","one fish",0.884420196400318,9.46287256199867,"chicken","right",0.807336427969858,-1.12505461089313,17
"78",-2.96410204964402,0.790752710468586,"red pill","two fish",0.223719769288304,3.50067529361695,"mystery meat","left",-2.40487088332884,-8.15654597710818,16
"79",-3.62299703544517,0.944763644031218,"blue pill","blue fish",0.310930697115098,-4.5141773391515,"steak","right",-0.803713569184765,0.801954474300146,21
"80",-2.9193612026064,0.539534108787616,"red pill","blue fish",0.614015968081985,-7.14420699048787,"mystery meat","left",-18.4458577411715,9.89421456120908,16
"81",-2.716597348425,0.862829220206752,"red pill","two fish",5.94306536679974,0.716947284527123,"mystery meat","left",-18.4304262325168,-9.75748528726399,16
"82",-5.91522510361874,0.499301877726604,"red pill","one fish",1.2827585892698,2.24327087868005,"chicken","right",-4.85188719932921,-4.03968847356737,14
"83",-3.93460690563603,0.708043464176193,"blue pill","blue fish",0.508552244683846,3.71127378195524,"chicken","left",-3.66235892754048,3.51666014175862,11
"84",-6.93857391405365,0.694687223182747,"blue pill","red fish",1.03223264667899,-0.648249555379152,"chicken","left",-5.20610464620404,2.00807862449437,14
"85",-4.64567365555499,0.486256866444291,"blue pill","blue fish",3.07404158469527,9.57079008687288,"chicken","left",0.0114988081622869,0.340116047300398,14
"86",-5.53920214998229,0.6017914179236,"blue pill","red fish",8.07458817576683,-0.109761045314372,"chicken","left",-2.30788748478517,3.64574307575822,14
"87",-7.44607666331336,0.808143953910057,"blue pill","one fish",0.751679232760256,8.97218819241971,"mystery meat","left",1.72460145084187,1.49114449042827,14
"88",-0.633218625889026,0.838883175694553,"blue pill","blue fish",0.12847999631224,8.46246504224837,"chicken","right",-1.25826522591524,-7.55219396203756,15
"89",-0.559683944691007,0.795837644607039,"blue pill","red fish",2.20705618794539,8.2943023275584,"mystery meat","right",1.09227741020732,1.79972051642835,20
"90",-5.61215750426209,0.616096369925604,"red pill","two fish",1.2368474869493,3.14564934931695,"steak","right",-16.2477555673104,6.10628107562661,12
"91",-8.50115497326113,0.704558627985122,"red pill","two fish",0.0763349558124442,-9.84184121247381,"chicken","left",3.0936219508294,-9.49325757101178,11
"92",-1.0342487340607,0.80186403226433,"blue pill","one fish",0.0296573421157357,-2.62187682557851,"steak","right",3.59489570371807,3.66602728608996,20
"93",3.80575901380209,0.825595636630293,"red pill","blue fish",0.58973619755467,-6.07084603980184,"mystery meat","left",4.77069720043801,7.10642813239247,15
"94",-1.16822132638482,0.87098081533477,"red pill","red fish",0.260647914474797,-5.69235611706972,"chicken","left",4.09460788476281,3.12215174548328,15
"95",-4.26339054012292,0.657324254207948,"red pill","red fish",3.07046940097265,4.26134708803147,"steak","left",-1.0720052337274,-2.25515713915229,18
